22.8088 1
11.4386 2
7.66471 3
5.95424 4
4.78765 5
4.51304 6
3.44506 7
3.04462 8
2.82404 9
2.733 10
2.37109 11
2.35063 12
2.48481 13
2.30147 14
2.39805 15
2.11619 16
2.10757 17
2.11093 18
2.01137 19
2.00657 20
1.90846 21
1.87259 22
1.8061 23
1.73207 24
