63.1953 1
37.0063 2
25.117 3
22.9549 4
22.0642 5
21.6933 6
21.2646 7
21.0876 8
18.8505 9
18.6983 10
18.7536 11
18.8557 12
21.4508 13
19.1488 14
18.9469 15
18.7239 16
18.8045 17
18.7991 18
18.8665 19
18.9887 20
18.7214 21
18.7316 22
18.7771 23
18.9133 24
