63.4129 1
39.3948 2
30.1601 3
31.7805 4
49.869 5
29.9683 6
30.8417 7
25.063 8
24.9723 9
26.4324 10
28.6481 11
32.1567 12
35.7159 13
55.7166 14
55.2436 15 
